arm,layer,layer_name,query_format,candidate_format,n_concepts,top1_accuracy,top5_accuracy,top1_unique_fraction,top1_max_occurrence,top1_gini,top1_entropy_norm,top5_unique_fraction,top5_max_occurrence,top_hub_concept
lowrank,18,layer_18,feature_listing,triplet,128,0.0234375,0.3515625,0.09375,71,0.97705078125,0.25886909487088317,0.5703125,127,pelican
lowrank,18,layer_18,feature_listing,pairwise,128,0.0859375,0.328125,0.125,24,0.9384765625,0.4824434005885767,0.390625,63,boa
lowrank,19,layer_19,triplet,pairwise,128,0.171875,0.5390625,0.2265625,19,0.8822021484375,0.6132473732180833,0.5625,48,boa
lowrank,19,layer_19,triplet,feature_listing,128,0.015625,0.7109375,0.609375,5,0.5570068359375,0.8692427282409914,0.9609375,16,cart
lowrank,19,layer_19,pairwise,triplet,128,0.1875,0.5234375,0.2109375,36,0.9066162109375,0.5539190335973447,0.5546875,66,brownie
lowrank,19,layer_19,pairwise,feature_listing,128,0.1640625,0.7734375,0.4765625,5,0.6749267578125,0.8122622774457987,0.875,21,bison
lowrank,19,layer_19,feature_listing,triplet,128,0.015625,0.2421875,0.03125,65,0.98388671875,0.17044114368151603,0.578125,128,drill
lowrank,19,layer_19,feature_listing,pairwise,128,0.078125,0.3359375,0.1328125,29,0.9443359375,0.46069136697346724,0.4140625,85,boa
lowrank,20,layer_20,triplet,pairwise,128,0.140625,0.5,0.1796875,33,0.9234619140625,0.5204059020650562,0.5390625,69,slingshot
lowrank,20,layer_20,triplet,feature_listing,128,0.03125,0.765625,0.6015625,5,0.564697265625,0.8661680770108982,0.953125,17,fern
lowrank,20,layer_20,pairwise,triplet,128,0.2265625,0.6640625,0.25,30,0.8792724609375,0.6025017552803498,0.6953125,71,brownie
lowrank,20,layer_20,pairwise,feature_listing,128,0.1640625,0.8359375,0.53125,5,0.622314453125,0.8402248710981345,0.921875,19,blueberry
lowrank,20,layer_20,feature_listing,triplet,128,0.0234375,0.3046875,0.0625,59,0.98046875,0.21964045181457353,0.59375,127,pelican
lowrank,20,layer_20,feature_listing,pairwise,128,0.078125,0.3125,0.1015625,47,0.96142578125,0.385961630253662,0.3828125,113,slingshot
lowrank,21,layer_21,triplet,pairwise,128,0.140625,0.515625,0.1875,38,0.9189453125,0.5231474354633245,0.5390625,76,slingshot
lowrank,21,layer_21,triplet,feature_listing,128,0.015625,0.671875,0.609375,5,0.5589599609375,0.8684002198680412,0.9375,20,cart
lowrank,21,layer_21,pairwise,triplet,128,0.1796875,0.5703125,0.1953125,38,0.906494140625,0.5487377836470232,0.578125,75,brownie
lowrank,21,layer_21,pairwise,feature_listing,128,0.1953125,0.78125,0.53125,6,0.6268310546875,0.8374456021297494,0.8828125,21,scooter
lowrank,21,layer_21,feature_listing,triplet,128,0.015625,0.28125,0.0234375,64,0.9842529296875,0.15115107680748355,0.6171875,128,drill
lowrank,21,layer_21,feature_listing,pairwise,128,0.0625,0.2734375,0.078125,57,0.9708251953125,0.3276281880095062,0.3203125,121,slingshot
lowrank,22,layer_22,triplet,pairwise,128,0.2578125,0.6484375,0.265625,26,0.8614501953125,0.6352077102420716,0.6640625,63,slingshot
lowrank,22,layer_22,triplet,feature_listing,128,0.0,0.875,0.6328125,4,0.5321044921875,0.8791252650404037,0.953125,18,bison
lowrank,22,layer_22,pairwise,triplet,128,0.3046875,0.8203125,0.328125,12,0.8089599609375,0.7101310163686184,0.828125,27,cherry
lowrank,22,layer_22,pairwise,feature_listing,128,0.1796875,0.890625,0.5703125,4,0.5831298828125,0.8579417271036335,0.9453125,19,bagel
lowrank,22,layer_22,feature_listing,triplet,128,0.0234375,0.5078125,0.1875,68,0.953857421875,0.3206503931548056,0.8828125,127,drill
lowrank,22,layer_22,feature_listing,pairwise,128,0.078125,0.40625,0.1328125,38,0.947265625,0.449289848722253,0.484375,106,slingshot
lowrank,23,layer_23,triplet,pairwise,128,0.28125,0.671875,0.3125,25,0.837646484375,0.6644444702908975,0.734375,67,slingshot
lowrank,23,layer_23,triplet,feature_listing,128,0.015625,0.8359375,0.6171875,5,0.55419921875,0.8700852366139415,0.9453125,16,cart
lowrank,23,layer_23,pairwise,triplet,128,0.3046875,0.8046875,0.3359375,12,0.8050537109375,0.7140512384299863,0.8359375,35,cherry
lowrank,23,layer_23,pairwise,feature_listing,128,0.1953125,0.8828125,0.5390625,5,0.61767578125,0.8423455569573869,0.921875,16,cockroach
lowrank,23,layer_23,feature_listing,triplet,128,0.015625,0.5390625,0.390625,65,0.8402099609375,0.5084001586434114,0.9609375,126,drill
lowrank,23,layer_23,feature_listing,pairwise,128,0.0859375,0.4609375,0.140625,49,0.9500732421875,0.42453242632024335,0.53125,109,slingshot
lowrank,24,layer_24,triplet,pairwise,128,0.296875,0.6875,0.3203125,19,0.829345703125,0.6812673046185596,0.75,73,slingshot
lowrank,24,layer_24,triplet,feature_listing,128,0.0078125,0.828125,0.625,5,0.5479736328125,0.8723173794710848,0.9296875,19,cart
lowrank,24,layer_24,pairwise,triplet,128,0.296875,0.765625,0.296875,17,0.838134765625,0.6755490302700444,0.7890625,38,cherry
lowrank,24,layer_24,pairwise,feature_listing,128,0.2109375,0.859375,0.5390625,5,0.6185302734375,0.8417984308461446,0.90625,17,cockroach
lowrank,24,layer_24,feature_listing,triplet,128,0.03125,0.5,0.421875,62,0.814697265625,0.5419872185347546,0.9609375,125,drill
lowrank,24,layer_24,feature_listing,pairwise,128,0.078125,0.453125,0.1640625,48,0.9403076171875,0.4613428505056421,0.5703125,110,slingshot
lowrank,25,layer_25,triplet,pairwise,128,0.2578125,0.71875,0.296875,19,0.8575439453125,0.6409549763224118,0.765625,74,slingshot
lowrank,25,layer_25,triplet,feature_listing,128,0.0,0.78125,0.625,5,0.5418701171875,0.87509664843947,0.9296875,19,cart
lowrank,25,layer_25,pairwise,triplet,128,0.1953125,0.625,0.21875,28,0.90234375,0.5716991528553386,0.65625,83,drill
lowrank,25,layer_25,pairwise,feature_listing,128,0.2109375,0.8359375,0.4921875,6,0.65478515625,0.8220723459792838,0.9140625,37,fruit
lowrank,25,layer_25,feature_listing,triplet,128,0.015625,0.484375,0.359375,61,0.863037109375,0.48450616830205745,0.984375,128,drill
lowrank,25,layer_25,feature_listing,pairwise,128,0.0546875,0.4296875,0.125,50,0.9566650390625,0.40518192276003406,0.53125,118,slingshot
lowrank,26,layer_26,triplet,pairwise,128,0.2734375,0.7421875,0.3046875,21,0.8472900390625,0.645922933975915,0.7734375,66,fruit
lowrank,26,layer_26,triplet,feature_listing,128,0.0,0.7421875,0.625,4,0.54150390625,0.8755034876990684,0.9140625,31,bison
lowrank,26,layer_26,pairwise,triplet,128,0.25,0.65625,0.265625,31,0.87548828125,0.6066139077995824,0.6640625,80,drill
lowrank,26,layer_26,pairwise,feature_listing,128,0.2265625,0.8125,0.4609375,7,0.69140625,0.8021491145120705,0.90625,39,fruit
lowrank,26,layer_26,feature_listing,triplet,128,0.015625,0.484375,0.421875,50,0.8143310546875,0.5532486448291246,0.984375,128,drill
lowrank,26,layer_26,feature_listing,pairwise,128,0.1015625,0.4453125,0.1953125,31,0.929931640625,0.49638793018951005,0.546875,106,slingshot
lowrank,27,layer_27,triplet,pairwise,128,0.296875,0.8046875,0.3359375,30,0.834228515625,0.6500999102767259,0.828125,63,fruit
lowrank,27,layer_27,triplet,feature_listing,128,0.0,0.796875,0.6328125,4,0.5286865234375,0.8805148995245962,0.9296875,35,bison
lowrank,27,layer_27,pairwise,triplet,128,0.140625,0.3828125,0.140625,42,0.94921875,0.4264503239293864,0.3984375,123,drill
lowrank,27,layer_27,pairwise,feature_listing,128,0.1875,0.7109375,0.328125,30,0.836181640625,0.6532226287719337,0.859375,75,candelabra
lowrank,27,layer_27,feature_listing,triplet,128,0.0234375,0.4140625,0.3984375,42,0.83203125,0.5372827769992956,0.96875,128,drill
lowrank,27,layer_27,feature_listing,pairwise,128,0.140625,0.46875,0.234375,28,0.9111328125,0.5367703340624557,0.625,94,fruit
lowrank,28,layer_28,triplet,pairwise,128,0.265625,0.796875,0.3046875,39,0.858642578125,0.6119726714263823,0.828125,65,fruit
lowrank,28,layer_28,triplet,feature_listing,128,0.0,0.71875,0.625,4,0.53466796875,0.8782827566674535,0.9140625,39,bison
lowrank,28,layer_28,pairwise,triplet,128,0.0703125,0.296875,0.0703125,73,0.97900390625,0.25723149433293707,0.3203125,128,drill
lowrank,28,layer_28,pairwise,feature_listing,128,0.09375,0.46875,0.1875,67,0.944580078125,0.40010866270353146,0.5703125,118,candelabra
lowrank,28,layer_28,feature_listing,triplet,128,0.015625,0.3828125,0.53125,36,0.7110595703125,0.6558831107995629,0.9921875,128,pelican
lowrank,28,layer_28,feature_listing,pairwise,128,0.203125,0.6328125,0.3203125,30,0.8533935546875,0.6052600907736655,0.734375,104,fruit
lowrank,29,layer_29,triplet,pairwise,128,0.2265625,0.7109375,0.25,46,0.9052734375,0.5264749819314568,0.734375,77,fruit
lowrank,29,layer_29,triplet,feature_listing,128,0.0,0.671875,0.6328125,4,0.5286865234375,0.8805148995245962,0.9140625,38,bison
lowrank,29,layer_29,pairwise,triplet,128,0.0546875,0.3203125,0.0546875,84,0.9803466796875,0.23746784701095847,0.328125,128,drill
lowrank,29,layer_29,pairwise,feature_listing,128,0.0625,0.40625,0.109375,92,0.9736328125,0.25157815207716994,0.5078125,122,candelabra
lowrank,29,layer_29,feature_listing,triplet,128,0.0234375,0.3671875,0.5546875,30,0.685302734375,0.6832448039220219,1.0,127,pelican
lowrank,29,layer_29,feature_listing,pairwise,128,0.1484375,0.5625,0.2578125,42,0.8951416015625,0.5425185996302753,0.71875,103,fruit
lowrank,30,layer_30,triplet,pairwise,128,0.1328125,0.46875,0.140625,73,0.9603271484375,0.3509169224456939,0.5078125,115,fruit
lowrank,30,layer_30,triplet,feature_listing,128,0.0,0.6484375,0.6328125,4,0.5286865234375,0.8805148995245962,0.8984375,39,bison
lowrank,30,layer_30,pairwise,triplet,128,0.0859375,0.25,0.09375,45,0.96533203125,0.35946484278337715,0.25,127,drill
lowrank,30,layer_30,pairwise,feature_listing,128,0.1015625,0.359375,0.1796875,70,0.945068359375,0.39753939878536715,0.4296875,120,candelabra
lowrank,30,layer_30,feature_listing,triplet,128,0.015625,0.3515625,0.6171875,39,0.6146240234375,0.7252405866733952,1.0,126,drill
lowrank,30,layer_30,feature_listing,pairwise,128,0.09375,0.515625,0.1796875,70,0.9462890625,0.3938932204432195,0.6953125,109,fruit
lowrank,31,layer_31,triplet,pairwise,128,0.109375,0.5078125,0.1171875,78,0.9669189453125,0.317958584379758,0.5625,118,fruit
lowrank,31,layer_31,triplet,feature_listing,128,0.0078125,0.5625,0.6171875,4,0.5426025390625,0.87520810543736,0.890625,61,bison
lowrank,31,layer_31,pairwise,triplet,128,0.1171875,0.2734375,0.1171875,46,0.9510498046875,0.4175510045530766,0.2890625,120,cherry
lowrank,31,layer_31,pairwise,feature_listing,128,0.0390625,0.2265625,0.046875,111,0.9871826171875,0.12227140215250873,0.3046875,128,candelabra
lowrank,31,layer_31,feature_listing,triplet,128,0.03125,0.40625,0.640625,31,0.5792236328125,0.783497257166786,1.0,117,drill
lowrank,31,layer_31,feature_listing,pairwise,128,0.15625,0.7109375,0.328125,48,0.8680419921875,0.5667040424631288,0.828125,88,fruit
lowrank,32,layer_32,triplet,pairwise,128,0.2890625,0.734375,0.34375,22,0.78955078125,0.7114652499610133,0.7734375,52,cranberry
lowrank,32,layer_32,triplet,feature_listing,128,0.0,0.7109375,0.625,4,0.5382080078125,0.8768931221832609,0.9296875,19,bazooka
lowrank,32,layer_32,pairwise,triplet,128,0.0078125,0.0625,0.0078125,128,0.9921875,-0.0,0.0703125,128,pelican
lowrank,32,layer_32,pairwise,feature_listing,128,0.0234375,0.2421875,0.0234375,125,0.99169921875,0.025978754929954377,0.28125,128,bazooka
lowrank,32,layer_32,feature_listing,triplet,128,0.0390625,0.1640625,0.0703125,65,0.9808349609375,0.2109679459086604,0.515625,128,pelican
lowrank,32,layer_32,feature_listing,pairwise,128,0.1484375,0.46875,0.2578125,37,0.895751953125,0.5621951549142492,0.609375,69,cranberry
taskvec_a0p25,0,embedding,triplet,pairwise,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
taskvec_a0p25,0,embedding,triplet,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
taskvec_a0p25,0,embedding,pairwise,triplet,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
taskvec_a0p25,0,embedding,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
taskvec_a0p25,0,embedding,feature_listing,triplet,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
taskvec_a0p25,0,embedding,feature_listing,pairwise,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
taskvec_a0p25,1,layer_1,triplet,pairwise,128,0.0546875,0.2421875,0.0625,109,0.98681640625,0.1320242635583459,0.28125,126,parrot
taskvec_a0p25,1,layer_1,triplet,feature_listing,128,0.0390625,0.140625,0.0703125,58,0.978515625,0.24993144693976607,0.1875,124,cranberry
taskvec_a0p25,1,layer_1,pairwise,triplet,128,0.0078125,0.046875,0.015625,127,0.9920654296875,0.0094163446204631,0.046875,128,slingshot
taskvec_a0p25,1,layer_1,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.046875,128,brussels sprouts
taskvec_a0p25,1,layer_1,feature_listing,triplet,128,0.0078125,0.0625,0.03125,113,0.9898681640625,0.08962078932860482,0.0859375,128,bee
taskvec_a0p25,1,layer_1,feature_listing,pairwise,128,0.0234375,0.0625,0.0234375,74,0.9854736328125,0.14834895853974125,0.09375,128,drill
taskvec_a0p25,2,layer_2,triplet,pairwise,128,0.0859375,0.21875,0.125,49,0.965087890625,0.3380411502710331,0.265625,116,gong
taskvec_a0p25,2,layer_2,triplet,feature_listing,128,0.046875,0.25,0.0859375,73,0.978271484375,0.24693887629907094,0.2890625,94,brussels sprouts
taskvec_a0p25,2,layer_2,pairwise,triplet,128,0.015625,0.0625,0.015625,101,0.9888916015625,0.10618155991479361,0.0625,128,brussels sprouts
taskvec_a0p25,2,layer_2,pairwise,feature_listing,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.0546875,128,brussels sprouts
taskvec_a0p25,2,layer_2,feature_listing,triplet,128,0.0078125,0.078125,0.0078125,128,0.9921875,-0.0,0.109375,128,crow
taskvec_a0p25,2,layer_2,feature_listing,pairwise,128,0.015625,0.0703125,0.015625,124,0.99169921875,0.028660332044673522,0.0703125,128,jeep
taskvec_a0p25,3,layer_3,triplet,pairwise,128,0.0625,0.2109375,0.078125,75,0.976318359375,0.27572859902383084,0.2734375,128,beet
taskvec_a0p25,3,layer_3,triplet,feature_listing,128,0.0625,0.3046875,0.0703125,88,0.982666015625,0.20730908974755877,0.3203125,126,cockroach
taskvec_a0p25,3,layer_3,pairwise,triplet,128,0.015625,0.0546875,0.015625,120,0.9912109375,0.04818429523100198,0.0625,128,brussels sprouts
taskvec_a0p25,3,layer_3,pairwise,feature_listing,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.046875,128,brussels sprouts
taskvec_a0p25,3,layer_3,feature_listing,triplet,128,0.0078125,0.140625,0.015625,127,0.9920654296875,0.0094163446204631,0.171875,127,crow
taskvec_a0p25,3,layer_3,feature_listing,pairwise,128,0.0078125,0.0859375,0.0078125,128,0.9921875,-0.0,0.09375,128,rifle
taskvec_a0p25,4,layer_4,triplet,pairwise,128,0.1171875,0.359375,0.171875,67,0.945556640625,0.4042097475703924,0.4140625,126,beet
taskvec_a0p25,4,layer_4,triplet,feature_listing,128,0.1796875,0.3671875,0.1953125,39,0.9237060546875,0.5105284371933306,0.390625,120,blueberry
taskvec_a0p25,4,layer_4,pairwise,triplet,128,0.0234375,0.0703125,0.0234375,109,0.989501953125,0.09990292533164237,0.0703125,128,brussels sprouts
taskvec_a0p25,4,layer_4,pairwise,feature_listing,128,0.0078125,0.0859375,0.0078125,128,0.9921875,-0.0,0.0859375,128,brussels sprouts
taskvec_a0p25,4,layer_4,feature_listing,triplet,128,0.09375,0.1875,0.1015625,56,0.972900390625,0.2909997275436625,0.2265625,127,pelican
taskvec_a0p25,4,layer_4,feature_listing,pairwise,128,0.046875,0.1328125,0.0625,62,0.9796142578125,0.24453468804358325,0.1640625,127,bee
taskvec_a0p25,5,layer_5,triplet,pairwise,128,0.0859375,0.3515625,0.171875,63,0.954345703125,0.37017762339009924,0.3984375,128,beet
taskvec_a0p25,5,layer_5,triplet,feature_listing,128,0.0234375,0.09375,0.03125,108,0.9892578125,0.10601035877800183,0.09375,128,blouse
taskvec_a0p25,5,layer_5,pairwise,triplet,128,0.015625,0.1171875,0.015625,110,0.989990234375,0.08369618469456008,0.140625,128,brussels sprouts
taskvec_a0p25,5,layer_5,pairwise,feature_listing,128,0.015625,0.0546875,0.0234375,119,0.99072265625,0.06166520497752713,0.0546875,128,bagpipe
taskvec_a0p25,5,layer_5,feature_listing,triplet,128,0.0625,0.15625,0.0625,44,0.974365234375,0.2826283978077692,0.15625,128,bagpipe
taskvec_a0p25,5,layer_5,feature_listing,pairwise,128,0.0234375,0.1328125,0.0234375,64,0.9842529296875,0.15115107680748355,0.1484375,128,bee
taskvec_a0p25,6,layer_6,triplet,pairwise,128,0.1640625,0.328125,0.1796875,17,0.8974609375,0.5839500048399608,0.3515625,68,cauliflower
taskvec_a0p25,6,layer_6,triplet,feature_listing,128,0.015625,0.0546875,0.015625,126,0.991943359375,0.016587867900681386,0.0546875,128,dress
taskvec_a0p25,6,layer_6,pairwise,triplet,128,0.015625,0.09375,0.015625,127,0.9920654296875,0.0094163446204631,0.1015625,128,brussels sprouts
taskvec_a0p25,6,layer_6,pairwise,feature_listing,128,0.0234375,0.0546875,0.0234375,124,0.991455078125,0.03312461775895924,0.0546875,128,bagpipe
taskvec_a0p25,6,layer_6,feature_listing,triplet,128,0.0234375,0.109375,0.0234375,70,0.9849853515625,0.1500842165250693,0.109375,128,costume
taskvec_a0p25,6,layer_6,feature_listing,pairwise,128,0.0234375,0.078125,0.0234375,116,0.9906005859375,0.06966568834842787,0.0859375,128,costume
taskvec_a0p25,7,layer_7,triplet,pairwise,128,0.2734375,0.7421875,0.328125,22,0.831787109375,0.673957552961261,0.7734375,55,pelican
taskvec_a0p25,7,layer_7,triplet,feature_listing,128,0.0546875,0.1796875,0.0546875,70,0.9761962890625,0.27938548582356165,0.1796875,128,blouse
taskvec_a0p25,7,layer_7,pairwise,triplet,128,0.03125,0.234375,0.03125,99,0.98779296875,0.13843987628166357,0.25,128,brussels sprouts
taskvec_a0p25,7,layer_7,pairwise,feature_listing,128,0.0390625,0.1171875,0.0390625,55,0.9749755859375,0.2877946119878492,0.1171875,125,artichoke
taskvec_a0p25,7,layer_7,feature_listing,triplet,128,0.078125,0.421875,0.09375,62,0.9674072265625,0.3455011605866805,0.4296875,97,candy
taskvec_a0p25,7,layer_7,feature_listing,pairwise,128,0.09375,0.3359375,0.09375,82,0.9739990234375,0.2745573021942438,0.359375,110,bell
taskvec_a0p25,8,layer_8,triplet,pairwise,128,0.28125,0.8359375,0.40625,27,0.7781982421875,0.7109719375196827,0.8671875,48,pelican
taskvec_a0p25,8,layer_8,triplet,feature_listing,128,0.078125,0.2578125,0.078125,101,0.982177734375,0.18724557397345346,0.265625,128,artichoke
taskvec_a0p25,8,layer_8,pairwise,triplet,128,0.0234375,0.296875,0.0390625,70,0.9825439453125,0.20942751996245107,0.328125,126,brussels sprouts
taskvec_a0p25,8,layer_8,pairwise,feature_listing,128,0.0078125,0.1484375,0.0078125,128,0.9921875,-0.0,0.15625,128,brussels sprouts
taskvec_a0p25,8,layer_8,feature_listing,triplet,128,0.1484375,0.4375,0.15625,56,0.943359375,0.43993370459506465,0.4453125,76,fruit
taskvec_a0p25,8,layer_8,feature_listing,pairwise,128,0.078125,0.3125,0.125,35,0.9500732421875,0.43906604454533454,0.3359375,80,costume
taskvec_a0p25,9,layer_9,triplet,pairwise,128,0.3046875,0.765625,0.390625,13,0.7752685546875,0.7387533752845545,0.8046875,36,duck
taskvec_a0p25,9,layer_9,triplet,feature_listing,128,0.015625,0.1796875,0.0234375,106,0.9893798828125,0.10111804234145863,0.1953125,128,artichoke
taskvec_a0p25,9,layer_9,pairwise,triplet,128,0.0546875,0.2421875,0.078125,42,0.9635009765625,0.3734373487865064,0.2890625,79,slingshot
taskvec_a0p25,9,layer_9,pairwise,feature_listing,128,0.0078125,0.125,0.015625,82,0.986572265625,0.13459473844050732,0.1484375,128,brussels sprouts
taskvec_a0p25,9,layer_9,feature_listing,triplet,128,0.078125,0.3515625,0.078125,93,0.977783203125,0.23276563127322022,0.3515625,110,hat
taskvec_a0p25,9,layer_9,feature_listing,pairwise,128,0.046875,0.3125,0.0703125,39,0.96826171875,0.334604485197517,0.328125,87,axe
taskvec_a0p25,10,layer_10,triplet,pairwise,128,0.203125,0.6171875,0.25,18,0.8702392578125,0.6330128075266063,0.7265625,33,earwig
taskvec_a0p25,10,layer_10,triplet,feature_listing,128,0.0703125,0.265625,0.078125,61,0.977294921875,0.25588987211804054,0.3046875,116,brussels sprouts
taskvec_a0p25,10,layer_10,pairwise,triplet,128,0.03125,0.1796875,0.0390625,42,0.9715576171875,0.28920224568305536,0.203125,94,blackberry
taskvec_a0p25,10,layer_10,pairwise,feature_listing,128,0.0234375,0.1328125,0.0234375,94,0.9873046875,0.14481354366111854,0.1484375,128,brussels sprouts
taskvec_a0p25,10,layer_10,feature_listing,triplet,128,0.1171875,0.2421875,0.1171875,28,0.947998046875,0.44835646164255366,0.2734375,98,candelabra
taskvec_a0p25,10,layer_10,feature_listing,pairwise,128,0.0234375,0.1640625,0.0234375,97,0.9866943359375,0.14845827801092232,0.171875,125,axe
taskvec_a0p25,11,layer_11,triplet,pairwise,128,0.1328125,0.40625,0.1875,23,0.9117431640625,0.5551442948842846,0.484375,55,duck
taskvec_a0p25,11,layer_11,triplet,feature_listing,128,0.0859375,0.2578125,0.09375,41,0.95751953125,0.4009553465476544,0.2890625,79,bottle
taskvec_a0p25,11,layer_11,pairwise,triplet,128,0.0625,0.1796875,0.0703125,37,0.9605712890625,0.3850546083746856,0.21875,74,cheetah
taskvec_a0p25,11,layer_11,pairwise,feature_listing,128,0.0625,0.140625,0.0703125,45,0.9600830078125,0.38686965255090844,0.1640625,110,fig
taskvec_a0p25,11,layer_11,feature_listing,triplet,128,0.0859375,0.234375,0.1015625,51,0.9591064453125,0.3946928934838042,0.265625,69,cactus
taskvec_a0p25,11,layer_11,feature_listing,pairwise,128,0.0390625,0.21875,0.0546875,49,0.9737548828125,0.2932097217930823,0.2421875,103,rifle
taskvec_a0p25,12,layer_12,triplet,pairwise,128,0.0859375,0.2578125,0.1171875,60,0.95703125,0.3827501175357738,0.3046875,112,bell
taskvec_a0p25,12,layer_12,triplet,feature_listing,128,0.0703125,0.203125,0.0859375,37,0.9649658203125,0.3605367738467022,0.203125,90,basket
taskvec_a0p25,12,layer_12,pairwise,triplet,128,0.0390625,0.1015625,0.0390625,41,0.9716796875,0.30164818145293193,0.125,119,slingshot
taskvec_a0p25,12,layer_12,pairwise,feature_listing,128,0.0078125,0.09375,0.015625,119,0.9910888671875,0.052441251287247664,0.1171875,128,file
taskvec_a0p25,12,layer_12,feature_listing,triplet,128,0.0546875,0.1796875,0.0546875,57,0.978271484375,0.2585663291046473,0.21875,93,cactus
taskvec_a0p25,12,layer_12,feature_listing,pairwise,128,0.0546875,0.1953125,0.09375,30,0.95263671875,0.42715522408899237,0.21875,86,costume
taskvec_a0p25,13,layer_13,triplet,pairwise,128,0.1015625,0.5078125,0.3046875,13,0.8392333984375,0.6760058760478124,0.6875,27,beaver
taskvec_a0p25,13,layer_13,triplet,feature_listing,128,0.203125,0.4375,0.2265625,18,0.888427734375,0.6038407586106167,0.4765625,44,crowbar
taskvec_a0p25,13,layer_13,pairwise,triplet,128,0.078125,0.203125,0.1796875,23,0.9171142578125,0.5434510611671403,0.328125,72,bassoon
taskvec_a0p25,13,layer_13,pairwise,feature_listing,128,0.0546875,0.2578125,0.15625,34,0.9359130859375,0.4868657599256779,0.3515625,54,dragonfly
taskvec_a0p25,13,layer_13,feature_listing,triplet,128,0.03125,0.140625,0.0390625,68,0.9798583984375,0.24539946653570682,0.140625,95,coat
taskvec_a0p25,13,layer_13,feature_listing,pairwise,128,0.046875,0.1328125,0.0859375,32,0.95458984375,0.4180387156156584,0.1796875,110,cheese
taskvec_a0p25,14,layer_14,triplet,pairwise,128,0.1171875,0.4453125,0.2890625,15,0.8487548828125,0.6617330199082291,0.6953125,32,beaver
taskvec_a0p25,14,layer_14,triplet,feature_listing,128,0.171875,0.4296875,0.1875,27,0.908203125,0.5569682859123072,0.4765625,37,ant
taskvec_a0p25,14,layer_14,pairwise,triplet,128,0.046875,0.1171875,0.1171875,39,0.9619140625,0.37359728165626255,0.3125,120,owl
taskvec_a0p25,14,layer_14,pairwise,feature_listing,128,0.0859375,0.265625,0.1640625,30,0.9246826171875,0.5220258217986338,0.3828125,40,fly
taskvec_a0p25,14,layer_14,feature_listing,triplet,128,0.0234375,0.1015625,0.03125,63,0.982177734375,0.20812407864195054,0.140625,123,tree
taskvec_a0p25,14,layer_14,feature_listing,pairwise,128,0.0234375,0.0703125,0.03125,54,0.980224609375,0.22527092998124784,0.1015625,128,aloe
taskvec_a0p25,15,layer_15,triplet,pairwise,128,0.2421875,0.703125,0.3046875,16,0.8355712890625,0.6740565922652324,0.828125,36,bazooka
taskvec_a0p25,15,layer_15,triplet,feature_listing,128,0.1484375,0.484375,0.1953125,23,0.9140625,0.5482538858489622,0.546875,36,boar
taskvec_a0p25,15,layer_15,pairwise,triplet,128,0.03125,0.2421875,0.0625,101,0.984130859375,0.17583311583820496,0.3125,128,boa
taskvec_a0p25,15,layer_15,pairwise,feature_listing,128,0.140625,0.5234375,0.21875,19,0.8828125,0.6119590368535712,0.6015625,39,cheese
taskvec_a0p25,15,layer_15,feature_listing,triplet,128,0.0234375,0.1484375,0.03125,67,0.9832763671875,0.19295144686328353,0.1796875,128,drill
taskvec_a0p25,15,layer_15,feature_listing,pairwise,128,0.0546875,0.1875,0.0546875,44,0.9688720703125,0.3369192852153836,0.2578125,127,chili
taskvec_a0p25,16,layer_16,triplet,pairwise,128,0.4375,0.953125,0.625,6,0.5408935546875,0.8732713448419255,0.984375,16,artichoke
taskvec_a0p25,16,layer_16,triplet,feature_listing,128,0.59375,0.96875,0.6015625,8,0.5643310546875,0.8632485211908696,0.984375,24,fruit
taskvec_a0p25,16,layer_16,pairwise,triplet,128,0.296875,0.7890625,0.46875,9,0.693115234375,0.7995491211272926,0.828125,30,cherry
taskvec_a0p25,16,layer_16,pairwise,feature_listing,128,0.328125,0.8984375,0.46875,10,0.663330078125,0.8111243868111402,0.953125,22,fruit
taskvec_a0p25,16,layer_16,feature_listing,triplet,128,0.1640625,0.6015625,0.1875,34,0.919677734375,0.5287908739085961,0.640625,75,pelican
taskvec_a0p25,16,layer_16,feature_listing,pairwise,128,0.2890625,0.71875,0.3984375,8,0.75,0.7613767161017586,0.78125,33,banana
taskvec_a0p25,17,layer_17,triplet,pairwise,128,0.4375,0.953125,0.71875,4,0.43310546875,0.9118085379367703,0.9765625,13,bazooka
taskvec_a0p25,17,layer_17,triplet,feature_listing,128,0.546875,0.9921875,0.609375,8,0.5552978515625,0.866870298532205,0.9921875,17,fruit
