analysis,target,hub_metric,n,spearman_r,spearman_p,pearson_r,pearson_p,region
arm_summary_raw,mean_rsa_spearman,mid_linear_cka,7,-0.3214285714285715,0.4820720382996776,-0.1205488183115331,0.7968337118847013,PeEc
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top1,7,-0.7500000000000002,0.05218140045705776,-0.5033275958173611,0.24951302326728433,PeEc
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top5,7,-0.5357142857142858,0.21521745567801273,-0.38719697395402747,0.39081887457168035,PeEc
arm_summary_raw,mean_rsa_spearman,mid_concept_minus_format_alignment,7,-0.25,0.5887244480896833,-0.27150602663471046,0.5558761081422418,PeEc
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_cross_format_rdm_spearman,6,0.2571428571428572,0.6227871720116618,0.6166043148927772,0.19231027958066782,PeEc
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_linear_cka,6,0.48571428571428577,0.3287230320699709,0.9003934438668956,0.014388077505790107,PeEc
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_retrieval_top1,6,0.48571428571428577,0.3287230320699709,0.3034369116826319,0.5588139514150913,PeEc
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_retrieval_top5,6,0.7142857142857143,0.1107871720116617,0.5046921599954344,0.3072378839313579,PeEc
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_concept_minus_format_alignment,6,0.2,0.704,0.2396927476481403,0.6473463658955287,PeEc
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_cross_format_rdm_spearman,6,0.08571428571428573,0.8717434402332361,0.6113504089260342,0.1972202871822252,PeEc
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_linear_cka,6,0.08571428571428573,0.8717434402332361,0.5038138659314771,0.30822033774452884,PeEc
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_retrieval_top1,6,-0.6,0.20799999999999982,-0.20429449359600896,0.6978215016252963,PeEc
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_retrieval_top5,6,-0.2571428571428572,0.6227871720116618,0.04943439748624612,0.9259088066636997,PeEc
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_concept_minus_format_alignment,6,0.2,0.704,0.15197377479628957,0.7737943331017065,PeEc
arm_summary_raw,mean_rsa_spearman,best_cross_format_rdm_spearman,7,0.28571428571428575,0.5345092286010406,0.194767497675079,0.6755880330878482,Prefrontal
arm_summary_raw,mean_rsa_spearman,best_linear_cka,7,0.39285714285714296,0.38331687042697266,0.45643524087296966,0.3032577869416071,Prefrontal
arm_summary_raw,mean_rsa_spearman,best_retrieval_top1,7,0.6785714285714287,0.0937502539598313,0.8965779395562843,0.006244396736809898,Prefrontal
arm_summary_raw,mean_rsa_spearman,best_retrieval_top5,7,0.7142857142857144,0.07134356146753759,0.9043177218477345,0.005162977482673321,Prefrontal
arm_summary_raw,mean_rsa_spearman,best_concept_minus_format_alignment,7,0.42857142857142866,0.337368311085824,0.7228744012052035,0.06643941825984483,Prefrontal
arm_summary_raw,mean_rsa_spearman,mid_cross_format_rdm_spearman,7,0.4642857142857144,0.2939341076002517,0.28486775988957036,0.5357745040908054,Prefrontal
arm_summary_raw,mean_rsa_spearman,mid_linear_cka,7,0.4642857142857144,0.2939341076002517,0.2775258568520419,0.546789728835184,Prefrontal
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top1,7,0.28571428571428575,0.5345092286010406,0.24444263641519184,0.5973073125130359,Prefrontal
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top5,7,0.39285714285714296,0.38331687042697266,0.19432529301431703,0.6762965292264805,Prefrontal
arm_summary_raw,mean_rsa_spearman,mid_concept_minus_format_alignment,7,0.7857142857142859,0.03623846267982713,0.8729889550828955,0.01030027667680454,Prefrontal
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_cross_format_rdm_spearman,6,-0.14285714285714288,0.7871720116618075,-0.1763632948402421,0.7381978607386176,Prefrontal
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_linear_cka,6,0.08571428571428573,0.8717434402332361,0.32190813641271254,0.5338166362802648,Prefrontal
