subject,region,arm,layer,layer_name,model,predictors,n_test_pairs,test_pearson_r,test_spearman_r,test_r2_vs_train_mean,mean_standardized_beta
01,Ventral Visual,base,21,layer_21,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.10653232190716216,0.1414871811778858,0.0054191533081752175,"[0.018158, -0.008665, -0.005903, -0.000944]"
01,Ventral Visual,base,22,layer_22,mean_repr,mean_repr,765,0.09264769821736617,0.12090040669528786,0.005457569510717519,[0.008244]
01,Ventral Visual,base,22,layer_22,mean_rdm,mean_rdm,765,0.07392235264356944,0.10995866037418753,0.0016023899302606281,[0.007604]
01,Ventral Visual,base,22,layer_22,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.11104076345129912,0.1660630432644125,0.007224986976739678,"[0.004652, -0.001128, 0.007221]"
01,Ventral Visual,base,22,layer_22,single_triplet,single_triplet,765,0.05992905543969872,0.10106146049523387,0.0009302107161484052,[0.005972]
01,Ventral Visual,base,22,layer_22,single_pairwise,single_pairwise,765,-0.04839471830730658,-0.034937438401330755,-0.004571468512202692,[0.001074]
01,Ventral Visual,base,22,layer_22,single_feature_listing,single_feature_listing,765,0.10039030840652718,0.17494040827135604,0.005567877106970709,[0.007927]
01,Ventral Visual,base,22,layer_22,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.13153549138253637,0.16831365794441572,0.014715707100492748,"[0.022118, -0.012888, -0.005213, -0.000526]"
01,Ventral Visual,base,23,layer_23,mean_repr,mean_repr,765,0.11302787180766918,0.13118559194897184,0.009708390778485398,[0.009116]
01,Ventral Visual,base,23,layer_23,mean_rdm,mean_rdm,765,0.09713040803845505,0.12664847219217953,0.005481384773862397,[0.00872]
01,Ventral Visual,base,23,layer_23,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.13108466094014024,0.17771704911784406,0.012947374189028693,"[0.00543, -0.001154, 0.007307]"
01,Ventral Visual,base,23,layer_23,single_triplet,single_triplet,765,0.09064628800339897,0.11677719247036095,0.005530446828790447,[0.007472]
01,Ventral Visual,base,23,layer_23,single_pairwise,single_pairwise,765,-0.04875163458762386,-0.036675375247634354,-0.004308803903074532,[0.000997]
01,Ventral Visual,base,23,layer_23,single_feature_listing,single_feature_listing,765,0.11414661242226412,0.18418455758720043,0.009547489913717788,[0.008706]
01,Ventral Visual,base,23,layer_23,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.13509645144704746,0.17092778685982613,0.014833206656586384,"[0.0119, -0.004208, -0.002974, 0.003696]"
01,Ventral Visual,base,24,layer_24,mean_repr,mean_repr,765,0.10281222245498112,0.1331408546631918,0.008379423490110782,[0.008052]
01,Ventral Visual,base,24,layer_24,mean_rdm,mean_rdm,765,0.09421920922298399,0.12938541649076618,0.006026202348646703,[0.008073]
